OBJECTID,LONGITUDE,LATITUDE,SLIDE_NO,DEPTH,GEOLOGY,STRUCTURE,ABSTRACT,CITATION,LENGTH,WIDTH,HEIGHT,LS_AREA,TRIGGERING,REMARKS,LS_VOLUME,ALERT,STATE,DISTRICT,TOPOSHEET,SLIDE_NAME,ACTIVITY,STYLE,INITIATION,PHOTOS,REPORT,IMAGE_LAND,REPORT_LAN,NH_SH_LOCA,RUNOUT_DIS,MATERIAL_T,MOVEMENT_T,MOVEMENT_R,DISTRIBUTI,FAILURE_ME,REACTIVATI,REACTIVA_1,REACTIVA_2,GEOMORPHOL,HYDROLOGIC,LANDUSE_LA,PERSONS_DE,PEOPLE_AFF,LIVESTOCK_,COMMUNICAT,LANDUSE_AF,PRE_REMEDI,INFRASTRUC,GEOSCIENTI,Year,Location,Coordinate,layer,path
25522,76.02750000,11.53750000,KL/WYD/58A02/2018/80,1.50000000,Charnockite,,,,8.00000000,60.00000000,7.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Pookode lake 2,Active,Multiple,0,,,"0",,Pookode lake road,8.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25523,76.02722000,11.53888000,KL/WYD/58A02/2018/81,2.00000000,Charnockite,,,,7.00000000,25.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Pookode lake 3,Active,Multiple,0,,,"0",,Pookode lake road,5.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope. Further cutting of slope is  ot recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25521,76.02722200,11.54000000,KL/WYD/58A02/2018/79,2.00000000,Charnockite,,,,12.00000000,10.00000000,11.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Pookode lake 1,Active,Multiple,0,,,"0",,Pookode lake road,8.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest,,,,Road blocked,,Toe has to be protected with random rubble wall /gabion wall with easing of slope. Trees inside slide has to be removed.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25826,76.01061100,11.54044400,KL/WYD/58A02/2018/8,2.00000000,Hornblende-biotite gneiss,,,,30.00000000,45.00000000,20.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 1,Active,Multiple,0,,,"0",,Sugandhagiri forest Rd,20.00000000,Debris,Slide,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Forest,,,,,Forest,RR wall/gabion wall of suitable dimention should be provided at the back side of the house for safety.,one house damaged,"pore waer pressure, reduction of srength on super-saturation","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25656,76.05525800,11.54412800,KL/WYD/58A02/2018/28,1.00000000,Charnockite,,,,80.00000000,15.00000000,45.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Thalimala Ayisha 2,Active,Single,0,,,"0",,Vythiri-Thailakunnu-Thalimala Road,70.00000000,Debris,Slide,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Tea Plantation,,,,2 roads damaged (private),Tea Plantation,RR wall/stone wall of suitable dimension with proper drainage outlet to be provided at road cut.,,"pore water pressure, anthropogenic activities","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25854,76.01352800,11.54358300,KL/WYD/58A02/2018/14,5.00000000,Hornblende-biotite gneiss,,,,30.00000000,20.00000000,20.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 2nd unit 6,Active,Multiple,0,,,"0",,Sugandhagiri forest Rd,50.00000000,Debris,Flow,Rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest,,,,Road blocked,Forest,Retaining wall /masonry wall to cover main scarp may provided as the existing stone wall washed away during this slide. Toe support should be provided at road bench level,,,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25945,76.04491700,11.54494400,KL/WYD/58A02/2018/26,1.50000000,Charnockite,,,,15.00000000,12.00000000,12.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Thalimala charity bridge,Active,Single,0,,,"0",,Vythiri-Thalimala Road,10.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,settlement + opposite back tea plantation,,,,Nala blocked,Agriculture,Construction of retaining wall for the entire vulnerable stretch with weep holes. Backfilling at the site has to be done for a height of about 4m. Easing the upslope area with benches. Seewage water from the houses has to be channelised away from the vul,2 nos. houses damaged + Rc wall damaged,Due to heavy rain the pore water pressure increased and the strength of the soil reduced. Along with this toe erosion by stream also caused the landslide.,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25942,76.04319800,11.54516700,KL/WYD/58A02/2018/23,5.00000000,Charnockite,,,,34.00000000,35.00000000,25.00000000,0.00000000,"Rainfall in mm, anthropogenic factors likeRoad cutting",,0.00000000,,Kerala,Wayanad,58A02,Ayisha plantation1,Active,Multiple,0,,,"0",,Vythiri-Ayisha Plantation Road,30.00000000,Rock cum debris,Slide,Rapid,Retrogressive,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Plantation,,,,Road damaged,,Damaged stone wall should be replaced with suitable retaining structure like masonry wall/ retaining wall with weep holes. Drainage has to be channelised and provide benches in slope with back filling. Precariously perched huge rock boulder has to be rem,,"pore water pressure, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25850,76.01169400,11.54483300,KL/WYD/58A02/2018/10,4.00000000,Hornblende-biotite gneiss,140/87 --SW,,,25.00000000,6.00000000,20.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 2nd unit 2,Active,Multiple,0,,,"0",,Sugandhagiri forest Rd,20.00000000,Debris,Flow,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Flowing,Forest,,,,,Forest,"RR wall/gabion wall of suitable dimention with proper drainage arrangements should be provided at left bank of nala/stream. As overburden thickness is around 3m, slope may be modified.",,Toe erosion by stream,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25827,76.01083300,11.54502800,KL/WYD/58A02/2018/9,5.00000000,Hornblende-biotite gneiss,,,,85.00000000,12.00000000,50.00000000,0.00000000,Rainfall in mm,"A crack developed in front of a house above the left flank of the slide. Slide initiated on 2014, June-2018 and on 8th August 2018 due to heavy rainfall house completely washed out.",0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 2nd unit 1,Reactivated,Single,0,,,"0",,Sugandhagiri forest Rd,25.00000000,Rock cum debris,Slide,Rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,,Forest,,"4",,road damaged,Forest,"A house above the left flank of the slide having 7m transverse crack towards slope. House (Owner: Chinnan Sankaran, 2nd unit, Sugandhagiri) located above the left flank must be relocated to safer place. Stream has to be channelized.",one house fully damaged,Palaeoslide got reactivated 3rd time and washed out the house. Unscientific toe cutting for construction of house made along the nala without toe support. Due to heavy rainfall nala carried  large amount of debris and soil. Overburden material got over s,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25946,76.04630300,11.54602800,KL/WYD/58A02/2018/27,2.00000000,Charnockite,,,,10.00000000,60.00000000,8.00000000,0.00000000,"Rainfall in mm, anthropogenic factors likeRoad cutting",,0.00000000,,Kerala,Wayanad,58A02,Thalimala Ayisha1,Active,Multiple,0,,,"0",,Vythiri-Thailakunnu-Thalimala Road,5.00000000,Debris,Slide,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Wet,Tea Plantation,,,,Road blocked,Tea Plantation,RR wall/stone wall with proper drainage outlet should be provided at road cut.,,unplanned cutting of slope,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25853,76.00886100,11.54619400,KL/WYD/58A02/2018/13,4.00000000,Hornblende-biotite gneiss,,,,18.00000000,10.00000000,12.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 2nd unit 5,Active,Single,0,,,"0",,Sugandhagiri forest Rd,50.00000000,Debris,Flow,Moderate,Retrogressive,,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Low Height Plantation,,,,Road blocked and damaged,Forest,RR wall/gabion wall of suitable dimention with proper drainage arrangements should be provided at road bench level,,"pore water pressure, reduction of strength on super-saturation","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25852,76.00922200,11.54769400,KL/WYD/58A02/2018/12,0.00000000,Hornblende-biotite gneiss,,,,30.00000000,12.00000000,20.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 2nd unit 4,Active,,0,,,"0",,Sugandhagiri forest Rd,170.00000000,Debris,Flow,Very rapid,Retrogressive,Deep planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,dripping,Plantation,,,,road damaged,,"Construction is not advisable at close proximity to the slide. The house has to be relocated to safer zone. It is suggested to channelize the existing nala and provide proper retaining wall with weep holes in flank of the slide, where settlement located","cracks developed in the house, left side wall","The slide triggered due to heavy rainfall and gully erosion along the nala carried huge rock boulders, overburden material along the nala course and damaged the road at toe portion.. Due to steep slope slide was very rapidly moved.","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25851,76.00877800,11.54777800,KL/WYD/58A02/2018/11,4.00000000,Hornblende-biotite gneiss,,,,10.00000000,12.00000000,8.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 2nd unit 3,Active,Single,0,,,"0",,Sugandhagiri forest Rd,40.00000000,Debris,Flow,Rapid,Retrogressive,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Flowing,Low Height Plantation,,,,,,gabion wall of suitable dimention with proper drainage channelization/arrangements should be provided.,,"Toe erosion by stream, gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25657,76.05577800,11.54969400,KL/WYD/58A02/2018/29,2.00000000,Charnockite,S1 35--175,,,20.00000000,60.00000000,12.00000000,0.00000000,Anthropogenic factors likeRoad cutting,Unscientific slope cut without toe support.,0.00000000,,Kerala,Wayanad,58A02,Thalimala ayisha 3,Active,Single,0,,,"0",,Vythiri-Thailakunnu-Thalimala Road,25.00000000,Rock cum debris,Slide,Rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Plantation,,,,Road blocked and damaged,Coffee plantation,RR wall/stone wall with proper draiange outlet should be provided at road cut.,,"pore water pressure, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25545,76.03860000,11.55000000,KL/WYD/58A02/2018/83,2.00000000,Charnockite,,,,9.00000000,12.00000000,8.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Vythiri 3,Active,Multiple,0,,,"0",,NH-212,6.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Settlement,,,,Road blocked,Settlement and NH,Existing stone wall damaged by slide.Slide stretch of road has to be provided with retaining wall/masonry wall with weep holes. Slope easing/modification may needed.,,"pore water pressure, reduction of strength on super-saturation","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25520,76.03500000,11.55055000,KL/WYD/58A02/2018/78,1.00000000,Charnockite,,,,7.00000000,15.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Pookod-Pozhuthana Rd,Active,Multiple,0,,,"0",,Pookod-Pozhuthana Rd,5.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Low Height Plantation,,,,Road blocked,Coffee plantation,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5838,75.94777800,11.63222200,KRL/WAY/54M14/2015/155,4.00000000,Hornblende-biotite gneiss,,,"Sulal NL  et al., 2016. Marcoscale Landslide Susceptibility Map for mountainous/hilly region on GIS platform for toposheets nos 49M/14 and 53A/3, Kozikode, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS 2014-16.",75.00000000,10.00000000,12.00000000,750.00000000,Rainfall,,3000.00000000,,Kerala,Wayanad,49M14,Ladysmith reserved forest,Active,Single,2008,,,,,"-",0.00000000,Debris,Flow,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Moderate vegetation,,,,,,Retaining wall,,Porewater pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5841,75.95500000,11.63277800,KRL/WAY/54M14/2015/158,3.00000000,Hornblende-biotite gneiss,,,"Sulal NL  et al., 2016. Marcoscale Landslide Susceptibility Map for mountainous/hilly region on GIS platform for toposheets nos 49M/14 and 53A/3, Kozikode, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS 2014-16.",10.00000000,4.00000000,5.00000000,40.00000000,Rainfall,,120.00000000,,Kerala,Wayanad,49M14,Ladysmith reserved forest,Active,Single,2007,,,,,"-",0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Thick vegetation,,,,One bridge,,,,Porewater pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5840,75.95916700,11.63083300,KRL/WAY/54M14/2015/157,15.00000000,Hornblende-biotite gneiss,,,"Sulal NL  et al., 2016. Marcoscale Landslide Susceptibility Map for mountainous/hilly region on GIS platform for toposheets nos 49M/14 and 53A/3, Kozikode, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS 2014-16.",15.00000000,20.00000000,6.00000000,300.00000000,Rainfall,,4500.00000000,,Kerala,Wayanad,49M14,Ladysmith reserved forest,Active,Single,2004,,,,,"-",0.00000000,Debris,Flow,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Moderate vegetation,,,,,,Retaining wall,,Porewater pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25390,75.98744400,11.63194400,KL/WYD/49M14/2018/8,3.00000000,Hornblende-biotite gneiss,,,,1.00000000,40.00000000,10.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M14,Ettamvayal 2,Active,Multiple,0,,,"0",,Vythiri-Tharuvana road,10.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Forest,,,,Road blocked,Forest,Entire slide stretch has to be protected with RC wall /masonry wall with weep holes. Cut slope  may be modified with easing of slope. Trees has to be uprooted from the slide area. Drainage line must be channelized.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25389,75.98794400,11.63177800,KL/WYD/49M14/2018/7,2.00000000,Hornblende-biotite gneiss,,,,7.00000000,10.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M14,Ettamvayal 1,Active,Single,0,,,"0",,Vythiri-Tharuvana road,5.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Forest upslope,,,,Road blocked +,Forest,At toe portion existing RR wall height must be increased 2-3m for full stretch of slide area along the road.  Drainage to be channelized properly,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25651,75.99602800,11.55358300,KL/WYD/49M14/2018/2,4.00000000,Hornblende-biotite gneiss,170/55 --SE S1,,,15.00000000,35.00000000,12.00000000,0.00000000,,,0.00000000,,Kerala,Wayanad,49M14,Sugandhagiri 4th unit 2,Active,Multiple,0,,,"0",,Sugandhagiri forest Rd,45.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest (Open scrub),,,,,Forest,Forest area. Toe protection may be provided as per the site condition.,,,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25806,75.99705600,11.61377800,KL/WYD/49M14/2018/5,3.00000000,Hornblende-biotite gneiss,S1:320/70---NE,,,150.00000000,8.00000000,871.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M14,Idiyamvayal,Active,Single,0,,,"0",,Pozhuthana-Padinjarathara Road,150.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Tea Plantation,,,,,Forest,Drainage has to be channelised. Box culvert with suitable dimensions should be provided at road bench level,,"pore water pressure,gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25652,75.99847200,11.55738900,KL/WYD/49M14/2018/3,1.50000000,Hornblende-biotite gneiss,,,,12.00000000,16.00000000,10.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M14,Chennayakavala 1,Active,Single,0,,,"0",,Sugandhagiri forest,5.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,settlement,,,,,,Retaining wall/masonry wall with weep holes to cover main scarp their by protect the house. Easing the upslope area with benches. Trees present close proxity to the crown area has to be uprooted.,house affected,"unplanned cutting of slope, unplanned construction","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25960,75.99897200,11.55283300,KL/WYD/49M14/2018/1,5.00000000,Hornblende-biotite gneiss,S1 320-- NE,,,600.00000000,30.00000000,150.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M14,Sugandhagiri 4th unit 1,Active,Single,0,,,"0",,Sugandhagiri forest Rd,0.00000000,Debris,Flow,Rapid,Retrogressive,Deep rotational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,dripping,Forest,,,,,Forest,"Existing house has to be evacuated. In the upstream side, retaining wall with weep holes may be provided to control the erosion. The trees along the nala course should be removed/uprooted and the drainage has to be channelized.",1 house washed,The debris flow occurred due to heavy rainfall lead to gully erosion along the both side of the nala and trees fallen in nala course leads to blockage of nala course near check dam. At main scarp weathered rock exposure is visible and natural slope distu,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25824,76.00038900,11.54197200,KL/WYD/58A02/2018/6,8.00000000,Hornblende-biotite gneiss,,,,180.00000000,60.00000000,150.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,50Acre,Active,Single,0,,,"0",,Sugandhagiri forest Rd,500.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Flowing,Dense forest (TV),,,,,Forest,The drainage should be channelized with proper gabions/RC wall and inside the nala. Uprooted trees have to be removed from the regular course. On the right bank RC/gabion wall to be given to protect the settlement. Damaged house should be relocated to sa,one house washed out.,"Heavy rainfall caused flood and increased erosion along the nala. Thus the strength of the overburden got reduced. eroded materials, which includes, huge boulders and trees fallen along the nala course and formed temporary lake. Due to this nala blocked","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25653,76.00136100,11.55875000,KL/WYD/58A02/2018/16,3.00000000,Hornblende-biotite gneiss,,,,35.00000000,25.00000000,22.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Chennayakavala 2,Active,Single,0,,,"0",,Sugandhagiri forest,200.00000000,Rock cum debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest,,,,,Forest cover,Drainage to be channelised.Box culvert with suitable dimension should be provided at road bench level,,The debris slide occurred due to heavy rainfall led to increase of pore water pressure and reduction of slope stability which resulted in slope failure in the coffee plantation. Above main scarp 12 m length crown crack observed and natural slope disturbe,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25654,76.00141700,11.55580600,KL/WYD/58A02/2018/17,5.00000000,Hornblende-biotite gneiss,,,,18.00000000,12.00000000,13.00000000,0.00000000,Rainfall in mm,One stream has been blocked. Loose debris cover is having >4m thickness. A crack has developed in front of the house placed above the crown.,0.00000000,,Kerala,Wayanad,58A02,Chennayakavala 3,Active,Single,0,,,"0",,Sugandhagiri forest,90.00000000,Debris,Slide,Moderate,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,,Plantation,,,,,Plantation,Retaining wall with weep holes to be provided at main scarp area upto the ground level to avoid further reactivation of the slide. Nala has to be channelized. gabion wall should be provided along the runoff to control the erosion of slope. Down slope fro,,The debris slide occurred due to heavy rainfall led to increase of pore water pressure and reduction of slope stability which resulted in slope failure in the coffee plantation. Above main scarp 12 m length crown crack observed and natural slope disturbe,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25655,76.00147200,11.55508300,KL/WYD/58A02/2018/18,5.00000000,Hornblende-biotite gneiss,,,,25.00000000,20.00000000,14.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Chennayakavala 4,Active,Single,0,,,"0",,Sugandhagiri forest,45.00000000,Debris,Slide,Rapid,Retrogressive,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Plantation,,,,road blocked,Plantation,"Retaining wall /masonry wall with weep holes has to be provided to cover main scarp to avoid retrogression, which will affect the existing road at the crown level. Drainage has to be channelised and boulders along the nala has to be removed to avoid clog",one house totally damaged,The debris slide occurred due to unscientific slope cut without toe support for construction and heavy rainfall lead to increase of pore water pressure and reduction of slope stability which resulted in slope failure. At main scarp no rock exposure is vi,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25855,76.00258300,11.54900000,KL/WYD/58A02/2018/15,5.00000000,Hornblende-biotite gneiss,,,,20.00000000,30.00000000,15.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Sugandhagiri 3rd unit,Active,Multiple,0,,,"0",,Sugandhagiri forest Rd,100.00000000,Debris,Flow,Rapid,Retrogressive,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Flowing,Plantation,,,,Road blocked,Plantation/Brittle nut,Stream/drainage has to be channelised and precarious boulders and fallen trees along the flow path has to be removed.  Box culvert of suitable dimension has to be provided at road bench level,,gully erosion,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25825,76.00422200,11.53919400,KL/WYD/58A02/2018/7,2.00000000,Hornblende-biotite gneiss,,,,15.00000000,7.00000000,10.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,50Acre 2,Active,Single,0,,,"0",,Sugandhagiri forest Rd,50.00000000,Debris,Flow,Rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dripping,Forest + Plantation,,,,,Coffee plantation,RR wall/gabion wall of suitable dimention with proper drainage arrangements should be provided.,house damaged,"pore water pressure, gully erosion","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25379,76.16472200,11.50222200,KL/WYD/58A02/2018/66,1.00000000,Granite,,,,7.00000000,60.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Rattakolly,Active,Multiple,0,,,"0",,Meppadi-Rattakolly road,5.00000000,Soil,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,Tea plantation,,,,Road blocked,Coffee plantation,Existing masonry/RC wall provided without weep/drain holes to be modified with providing holes for draining. Support structure has to be extended for full stretch of affected road with easing of slopes.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25367,76.16472200,11.50222200,KL/WYD/58A02/2018/65,3.00000000,Quartz-feLow Dissected Hillslopepar-garnet granulite,,,,25.00000000,18.00000000,21.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A02,Attamala,Active,Single,0,,,"0",,Chooralmala-Attamala road,15.00000000,Rock cum debris,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Forest,,,,Road damaged +blocked,Tea plantation,The slided stretch of road has to be provided with retaining wall/masonry wall with weep holes. Slope easing/modification is needed by forming benches.,,"pore water pressure, reduction of strength on super-saturation, toe erosion by stream unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
